,x,y,len
2814,icdcihccdgfadiefaibicfdidfdbdd,4,30
2815,fiaggdaidgbhgdifediiaidgadbibf,0,30
2816,hchggiihfdgfbideheidfebffcdgci,2,30
2818,aaihafaeddaidgccbfbbfdhdhceegc,0,30
2820,chbeeibaibefigechahccdbaeifcef,3,30
2821,aecgcefibibddebcihegcbidegdfhb,3,30
2822,fgbbaaccicdfcdiighfgfeiebifiee,2,30
2823,afgagcdfifheggcidbeigcefhdfcde,3,30
2824,aabfegidchbbcdedhcedgbdhhcehcb,1,30
2825,fdhaibcbgdbaaidhgbbebdghdbfihc,0,30
2826,ehgcebbcighaaecdggghachfechcef,3,30
2827,dacdbdffegfaicbcbfhgifdgfihhif,4,30
2828,cafciaddecddcehffdceedggddbfcb,2,30
2830,bigifheecafihbbgfgggebbeeicdec,2,30
2831,igbecechcefbbcfichccggifbfeiif,3,30
2832,eifbabggbfeaidgaebbhfhhfbggdcc,0,30
2833,gahbfdgbeghddeahdhhiefecgdcdhc,2,30
2834,dhdfefghccecadgcgehcdhccfichdf,2,30
2835,dbigdadcaeefcefdfcbbfefccdhehd,3,30
2836,gcaeahdebigbghiicddcggfcihhhgf,2,30
2837,febfgdiechhgcbdhdcggdcdicdggef,2,30
2838,eibdcdfhaabfaigbcidcdccefdihce,2,30
2839,fgbgdgcaeefbcgabfaccdhidhgafai,4,30
2840,abcdfcdebgecifcfcedhbfcfghcicd,2,30
2841,gbeidcicbfdhacfaidbedbfhccfgfg,0,30
2842,eghaaigfecfhgebeagieeedfceffbi,3,30
2843,iaidhchbbhgdfiebbcgghfdfeecbid,0,30
2844,iihacfgfdbgbdhacdghedaafaidbgc,4,30
2845,cafgifcaigdddgacfeieebhcdccgef,2,30
2846,ebihigcgfaifaidbbdbedcbehhhgie,0,30
2847,dfhiggcgfcdbcbeeeccihgfedciege,2,30
2848,ibigeddbigfeggeggcdbghfgcfaidc,4,30
2849,aidicdbggibcbhbbfhcifbhdhidgdf,0,30
2850,icbhaedhcefcdbhhecfgeddbdgfdbg,3,30
2851,ibhbhhfciheaidafhbhicbhfcehfhb,0,30
2852,cbcddghdiiiehgifdfbhhdhcdddhid,1,30
2853,effidfaiddfebigcceeeffheicbcfg,0,30
2854,hfidcdehaaidbhfbedhfedegeggifc,0,30
2855,eigedcgaidaiibifigfbfchiheffcf,0,30
2856,ffbaidegfbcfciefbififigcihccdf,0,30
2857,ghccddfidfbcbdcicfegeicbcdghhb,1,30
2858,fiaccdfchbfihhdibedgifcefdbhdb,2,30
2859,hdgbgaachfegecefdcdggcehficbed,3,30
2860,caiaefedgcefhedhgebgchhdhfbebi,3,30
2861,fcdhbehehfaiideddbhccgedbcicbf,4,30
2862,icgchcgfgghfddhbefccefbecdhfdd,3,30
2863,bgfhhidfhchgefiaaeebecefehdich,3,30
2864,bcdfbibfdedaidiaebiihhbbcbihbg,0,30
2865,acfiaaacdbdgbgbcgcfbcibcdbhhbb,1,30
2866,eabcefieigcdfdhbhiehfecibididh,3,30
2867,ibhhicdechhicbbfcgfdfcehbdfgid,2,30
2868,fcfebgecddafcdhfgdedfaificfcid,4,30
2869,beaidicbbhciiihbggfeihebhgciee,0,30
2870,fiaiebgceffdehbhgdfffhebbeeddc,3,30
2871,efbcefcbgbbhdcfcehhfhdifihhfec,3,30
2872,aidgdcbeigfecfgigciggeeicihhfc,0,30
2873,icbecbcefhggdbhhgdgdfedcheheib,3,30
2874,igaiafdecdhefdeafaifbgfghebcee,4,30
2875,fhghiiaffcicdciihfifaihgcgbiif,4,30
2876,fedcggchfaaeecdbeeecefbgchcgfh,3,30
2877,hagdcdecegefdfgbieechigfbbffbh,2,30
2878,hccccaiabbhhfhbhbgddaidggibbie,0,30
2879,dfihidcgciahbefgiaeieedgcefibh,3,30
2880,ifbdggcifbdbafeaeaidbdhbdigehi,0,30
2881,cbcddhhddhiegdedgbdifddhhbeggi,1,30
2882,febiggaghfiabghcdahdaiddbbbebe,0,30
2883,efacefbidbghbdcedbccceheiicibg,3,30
2884,efcahbdhchcdhaeachfaiceefiidbf,4,30
2885,fdhdhhhcbciahcegdcefdgfefhgfhh,3,30
2886,habaheaidefhbgicghcbifefegfefh,0,30
2887,ehgcefgfhihdcfdcddefddidfhicbf,3,30
2888,iifcdibdeeaacefedhfgeifbgiihch,3,30
2889,caeadegaceffbcfgcddgiebfdigdgb,3,30
2890,cgeigbhbeehacegecfaidcebbhigff,0,30
2891,gcgiighhbhdggiccdfafcaifaigbch,4,30
2892,igigbdbgchdhhedbcefgiiiheeiheb,3,30
2893,giihgdeafcddccgfiibihdcbddfgbe,2,30
2894,gfieceaaggeaheeeedcefdfbhiggdb,3,30
2895,iieabagdfcddchbgiebeidecdegehe,2,30
2896,gieagchbhdbhcdccbhchfeghfdefdd,2,30
2897,fgecgdcfheacfghhcdibceaifaiiic,4,30
2898,aiehfbaaidafbbhgfdhbbdbfddibhe,0,30
2899,iechchhafbfhhdchdgbhhcaebcdhah,1,30
2900,cbfdihdccdedhaidahcbffgiedccbc,0,30
2901,dfbibbicdffbadifaigbhhddhehfbf,4,30
2902,cdiceeeebifhhbfidegfbfeghbdbid,2,30
2903,cedggfgbbfifefbcefgcbiggfbcehe,3,30
2904,fbaifdgagcgbbcdgihhchecfebbehc,1,30
2905,dfiieagbdecbaideaebihefchfebec,0,30
2906,cddhecbeicffadfbefgcefdefgiiei,3,30
2907,iaffbidhdcbccbacdacfccebibhgid,2,30
2908,hgbhibdeghgaigcdceabcefdbhhdfe,3,30
2909,fiieidcefgdbdedbcffifibediibbf,3,30
2910,gfaahgaaiddabbgbgifcgcbehgbhhh,0,30
2911,diccfebafbhahfccdacgcefhecfchd,2,30
2912,deffbagbdihchdhcacbdegehefgcef,3,30
2913,bccgfbagacgieaidgffcgaaidedfbg,0,30
2914,fgagdgfifbfdcgcdieagiafaiideci,4,30
2915,bgacbbgaceabfffbcdcbcgdhfaibdb,4,30
2916,afeaheihgbaidfgfbbhdggfbeiehid,0,30
2917,igccaaibcecdhghfdefaibccfcdiid,4,30
2918,fecabdhhacadadiifaghdbcdbihiic,1,30
2919,deicdbcbbhfbbdebbehdifbghggebb,2,30
2920,fidggfbficaidhiiicdhhfaecfaidc,4,30
2921,aidgdfbgcccifihigddffgddebbddi,0,30
2922,deceicigcdhadicdfaibgdcciiecbc,4,30
2924,deagehigdeghbcdifhgiibehhebhec,1,30
2925,dadecbfficicdaidibifaieghdeife,4,30
2926,gghaidfdbbhhhgfhgeggiibdhcfbed,0,30
2927,fidhaeehhbheiecdgcbchgeedgfegi,2,30
2928,ihaidifcbeehfdfeefhbeffbhbegee,0,30
2929,gbidiiicaeebcefhiffiififgeieef,3,30
2930,caaifegaihfchbahbchddedfcefdie,3,30
2931,aecgfaahfbfffdhffheiebbeafceff,3,30
2932,bbccdbcggceiffbcdhiecfdbibhbbi,2,30
2933,eebacedhfbbaabhgcceicceffheigc,3,30
2934,gdbcdabfaaidfeebeggdghghicehbi,0,30
2935,iiehcabgegbeiebcdaeiibffaieiie,4,30
2936,eiiebihdbggfagifadgaidifdbeedd,0,30
2937,eidcefebhgbccheehieggiehhccgie,3,30
2938,cgcdfcdhcedgcdhegdgdbhcccffefd,2,30
2939,gcffeiacefhhhgdbiihfhcggefiggi,3,30
2940,ebghfaahbaidigfbfedfcfchicbffg,0,30
2941,iehigabhiehbcfghdeaidhfhbeebgi,0,30
2942,igecieccdheigfefaibfceeghdbiee,4,30
2943,aiaeebhbgefdgieeihcachehacefec,3,30
2945,fdbigebiaaccdgaigfafaidediiibi,4,30
2946,gahgghcbhbafcfecicdfiegbifaibg,4,30
2947,ghcbchgaiihaddfaebbdcabbcdfbhe,1,30
2948,ahcgibcficcdeeiefcdeaageifaibd,4,30
2949,iafehdiadaidcgabbiifhgbifgbhdf,0,30
2950,cidcgifibeaeciacgcigiaacicdbcb,2,30
2951,cbfhdeeacbefgeiebbhfhehafdcddc,2,30
2952,cccbhffcfeifcefdhdfchhedgdehhe,3,30
2953,eghhfbecbgcchhcdcaeedbfaifhcdi,4,30
2954,bgbfaegcfeaccefhghfefehhcdgddh,3,30
2955,facigdcbdicbedgfgdaidbgbbcbibf,0,30
2956,fcagegacefdhhhbgeffgffbidiegfe,3,30
2957,ccdihiffbfaififidfbegfiebidffd,4,30
2958,dieaicefdeigffcibhedfifceecfbi,3,30
2959,faieiiiiefaaahdciggcdggcidgfai,4,30
2960,gigdafdibidfcaibcgfehgcefcefei,3,30
2961,didaceefagdfhaecbfacaaidghibfh,0,30
2962,eedefhcefdcghehfdiigbgiiheechi,3,30
2963,badfcaidbfdbehdcibdhbhfdgebheh,0,30
2964,cgbafcefaacdaagdgefaiddedgcbcd,4,30
2965,deghcddcecgbdiecicbdfibhcddehf,2,30
2966,iebbibcdehhdfbegddchhbbfbihheb,1,30
2967,bhbihidibheihcdcgeifiaidddbbde,0,30
2968,fdahehgcefccfidgcefeedfeeidchc,3,30
2969,dcgiccdeageacddafahifaiedbhifi,4,30
2970,iaihdcddacgidfaihbhhcbcgghcbif,4,30
2971,ccbagbifeahebeegdibfabcdcghggi,1,30
2972,daidghgbdibfcfiidgedgdhfbcfieb,0,30
2973,dffedfigaggicdgdbbfdfaifididfe,4,30
2974,gbigcfdcdhcbhcgegbcgbgfcehfhgg,2,30
2975,dchfcdhacafbdeafbcbaidiehbgbdg,0,30
2976,eehbcdbhhifeedfddcbegbbgddbdgg,1,30
2977,gefgfchefdadcdecgbefebbhecdfbi,2,30
2978,feheiifhabegaihgiccdcebeabfaic,4,30
2979,fdgdfeaddgdaedhidchbcdbihgegig,1,30
2980,dihfbaidhebbceigghdibcgbbbdccc,0,30
2981,bbhfchabbabaidchibiccfecbcfici,0,30
2982,chgcaddhehbaffaaafheifgfbcdadh,1,30
2983,idigghdabgcfhibfcefccefigihbbi,3,30
2984,gfhfdhbehgfgdedfaigbcdfghbefii,1,30
2985,ccfcfhdbabgcbcdgehcgbiebdigifg,1,30
2986,eidgceiddifdfedccefdedbifbgcgd,3,30
2987,cadfacdfbehggfaibebeehghdgdcbh,4,30
2988,dcfeedbchiaigabfeedeabcdafhehg,1,30
2989,dghhdegeadfefgacaidegbbfidfdbf,0,30
2990,ecfeigbbeaegbcefiggfbbghfhbgcf,3,30
2991,cgciccdeaafaieihabcdbihbgcbich,1,30
2992,fhdfbbbdiffhiicdifbfcfhbbccdhc,2,30
2993,hcifdgabidcehhaefhefbcefdeigid,3,30
2994,dbggbhhchiddbcddhheidibbdcggcd,1,30
2995,ihggdgifcbhffgfaidddebfgfegfhi,0,30
2996,adfgebaaaidhghbddbhichfeibhceg,0,30
2997,egfhgdbcdiahgicfdhgbgcbcfghfcb,1,30
2998,difaficdaabcdfgheiddiiigbgccde,1,30
2999,ahcddbgiheacgdibebgibeafcefgbf,3,30
3000,fbfaceedfcefefcbbfhcihhfbefhdc,3,30
3001,bhccbcdahhdbdfebicgidifieifcfh,1,30
3002,gidafbhebdcefidccbdccgdhggbifc,3,30
3003,faaedehiiacdbbeifgdfdcbbbcdaih,1,30
3004,ehhhbcababidhdagibebeahcbecdfc,2,30
3005,fbbecidificehacbefegefbcefiehf,3,30
3006,cfagdfbffedggaidhhibiggdgcgicd,0,30
3007,ggffhdefdhhaaidihgbebcbhfhiiie,0,30
3008,gcdcdghbdfaibeheceegbhcddibdii,4,30
3009,ffbahffhbeiaideadbfgdgfhibbfhi,0,30
3010,iefeeeecchcgdcdgifgfgfaihbbfgg,4,30
3011,fgidaaididabfibeigficieccccdbb,0,30
3012,haidcdhbdfbifgficfffdbiffihecf,0,30
3013,iediebdabhacefgbaidibdbfiifhef,0,30
3014,cifgahhfcdacbibhchgbdgdehcfdfe,2,30
3015,ecddfaidbfcbihdhbdhfgdbccbibch,0,30
3016,ibidfdheicegcaeeeeehehegefccef,3,30
3017,diggecabhfdhcfiefaicdcfhidafai,4,30
3018,chdhgdehicddhbcecfaiiccccegdfc,4,30
3019,afcdcbgaaddficdhcbcdcdedhddibb,2,30
3020,iaahbgeceedhcddciihcbghfcbcige,2,30
3021,ddaighbaieiiaeccfaacbcdecfeicb,2,30
3022,dbffhagdcdhcgbfggdcidhgeideieb,2,30
3023,fdceigficdaehahffaicfbbddciifd,4,30
3024,eigbccdheiebfegfcaidggfbeifibd,0,30
3025,ffbgcgfaidegcbieffgighcgdiiihi,0,30
3026,bghghfiabaigaghehgbceaidfaibcf,0,30
3027,agcddcbgfifhbcdcbcbhgeebgfehhd,2,30
3028,cgeidcceefhccbdbggbgbcdhghdhbh,1,30
3029,fgdaabgfihdaidhicbgfcidfeehfeh,0,30
3030,eeghiaeaidfghbefefghbhgdgffhgg,0,30
3031,daaegifgcbcaechcefdbiebeeifbhd,3,30
3032,aihdeffcefeidcdcfggiecfibigceh,3,30
3033,hghcabhgeeeaiceffgdbgeebigifcb,3,30
3034,gfacdbghaicfaibehdghhchdfhgbfi,4,30
3035,hgecedhadadgadbffhcafcaeiecefc,3,30
3036,fcdfedicgfaidhhgfdbfdgfhheifdd,4,30
3037,bgahfaedifgibhdhafhgggicddcfdf,2,30
3038,aeiffhhbddeghcdacdfcfhdfccicib,2,30
3039,hfdbibeebcahciicaideagbecbbebb,0,30
3040,hhefeaiddaebgecgbdhbbedhhfhfcg,0,30
3041,iebcdgbhficciedhebehcgigihgigh,1,30
3042,cdbdabeffaiiddfdfgfgdidgbbgebd,4,30
3044,febfhdhhhifgaeceedacefidgffdhf,3,30
3045,igbacihfbafbcdeehbifdcdchfhheg,1,30
3046,fddedbcdaehbidiihefhhdcebfcidf,1,30
3047,begbhihdcdibaeiifaicgedbehdggh,4,30
3048,dcfhbcddbhhddbcedbhdifhfegebhi,1,30
3049,ebdghdhbehcbaidihhbdefhcedfffi,0,30
3050,edhbebicefhficefdhicfbgeigehbb,3,30
3051,dfcfcfgbcdefcigffaigiibcfdiidd,4,30
3052,dbcdfbcbacagedaheeaighegcdccfi,2,30
3054,haiciifhigiibbbfaidgiibdhgbgdd,0,30
3055,gfddfgedfdebbgfffhcdgcidgcifbb,2,30
3056,bfccdccgchhgdbdchcbcecibecidib,2,30
3057,cfffehcfbbcecahdifbcdaihcfeghb,1,30
3058,hdagcfhgcchaecdegbhabfaiiddied,4,30
3059,ggddbcddehgibggcigfdcfiheebibi,1,30
3060,aebbieidicbbcdfbhcedicfbcbfgib,1,30
3061,ggaeiibhgdbgcebaidiaebedifdfhf,0,30
3062,iaeciididdhhidbcdccigifbbhhcdb,2,30
3063,fcicafidchgbdaehhggfbbcdfdhddg,1,30
3064,hididabcaaifecggcdccddbiffhhhf,2,30
3065,hidabcdibhgfiidhfehcehfbgfbhed,1,30
3067,chbbhdgecibifchbfcccihibcdabhf,1,30
3068,aidebhbhggfbhbgghddegcdbghebfi,0,30
3069,dbggddccabicfchadgacdhebficfai,4,30
3070,cebebggddbgiaidbfcbiefchfbcggd,0,30
3071,igeicdfefcaifaibchihchchihgggh,4,30
3072,afbcdhhhghbdffeggfcbefcihebfgd,1,30
3073,ebbbfcgcegddcaaaidifdbhcffhceb,0,30
3074,ceigcefhgccgbhhfdciccgdibggbbc,3,30
3075,fdffhcaaffgieeahhibdfdebgcefcc,3,30
3076,bghhdieeebcdaghbbggbgiddggbheb,1,30
3077,cdfchdhccdbdchihifhgebggiibfdc,2,30
3078,ggcbddgdbhhbhcdccibhfebcidffgh,2,30
3079,diaeadecefieadcefgedbiieccdief,3,30
3080,iififhgbbbghfbcdeghiiefhcdided,1,30
3081,aieechcefgechdhfcgbcecchdghehe,3,30
3082,bgbcdccgeecbchecebchdfeiidfdfc,2,30
3083,baiacdeaifgffaihdgbeeefhehfieh,4,30
3084,dcfedbhbfgabcbaecgcefggbecgcef,3,30
3085,aaebaidbhdbhcfgeghcdcbhgcccgfh,0,30
3086,hcgiedeaecacgafecbcefhgeehdfcc,3,30
3087,iefadaidcccbdgggbbbccbiggcbhbf,0,30
3088,hcbaefbicdbbchfgfaicchfbgdgifi,4,30
3089,acebfhhheidaiaceaaddddidcdbcdg,2,30
3090,dffdhifahcidacdchecfifaiebccbc,4,30
3091,idhfaghgedeggbcdefhdcghiigicfi,1,30
3092,bghcdcchdecehbhdgefdeddhfcibdi,2,30
3093,iehcbgbcdgbbgdebdeaidbfdbbbhbh,0,30
3094,hcdccbcgdhfcbifceeihhbeechcbbi,2,30
3095,heddgcdgbahdbehcdeabddifaieech,4,30
3096,fbhbfiaeddcefbfedcecibbechicdh,3,30
3097,ffbhhabbghcbibfaffcdgcdccedcgg,2,30
3098,ddaeggfbddeihfigfabcdbcigffbih,2,30
3099,abiaebcdfhhcchifcgheffifbhbeef,1,30
3100,aadecbgedcbcagcdgefichfaifhifg,4,30
3101,baadfabegieaehcdbciehcdbfhfgif,2,30
3102,egahigcdhchdcbiecdcfhfeddedief,2,30
3103,ediafdheeheceffccfgdehicddhegb,3,30
3104,hcfcidhagbgdaicgegiadeebecefbb,3,30
3105,dagefcdachbhdfiicchghihehbhdfb,2,30
3106,cbigadhhbdacbccfdcdebcdfbhiehc,1,30
3107,bgiecgcgdfgcdeacggcfaiceieiife,4,30
3108,ibigcegbehadiiaaabcdgdhfchggce,1,30
3110,fbcfbefbagecdghicfgfaibggfiecb,4,30
3111,dgifgaddadbiicbdaeaahehhcefdgc,3,30
3112,hideehbddeaaiiefecefbcfcdgfded,3,30
3113,cdacicbdehghicgebdcifffddcicfc,2,30
3114,ddhbeaeiafgcbfcacciefgcefdfffb,3,30
3115,beiibdcgacdgchgighgeggdiiehdih,2,30
3116,ieidbdegfeifcefdbbhechdidgchfe,3,30
3117,bhahaefeeidagifbdideddcefbdfgc,3,30
3118,cdcdecfbchbbeggbifdibdgbhcfdie,2,30
3119,idifbiihcdiacbbhfaieibgedchgic,4,30
3120,afdgdfaidagbbdfdibfiieegehbhhd,0,30
3121,cgfabcddebcdcghcbibhcficheicic,1,30
3122,ccgcdcciddbbdifiigcfgbffdefdff,2,30
3123,eceghcefddidheifgeeffcgfecgbch,3,30
3124,iibeaaegiahbbfcggfgihaidfhibgd,0,30
3125,abcdhcgbbchigigffdhbihfdbdfcef,2,30
3126,iccdiedacffaiegghhedbchccgibbg,4,30
3127,cgcafdabicfceaicefgggeeifbciee,3,30
3128,ggicgbiaccebfeibcefdhfiegheech,3,30
3129,daddicbagcfdahdcdecdfbdbbgfhdf,2,30
3130,chhffbhggfhhcdfcchgcegdfbgibdc,2,30
3131,aghfgachababhbcahggcabaaidhigb,0,30
3132,dhehgedacdaaacdcehgfcfaifcfbff,4,30
3133,dagcfcbabehbceafdibdbdbcdeeheb,1,30
3134,fhghbicdabiaecfaihechiihibhgeg,4,30
3135,efaidhedbihciighcedebicghhggfb,0,30
3136,gcgiibfhbafiieafaidcfdbdiichbd,0,30
3137,ebgfaidiccbbhgbddfggbcfidefbdb,0,30
3138,hcgihhahgbgagcebifgfhcebcddihd,1,30
3139,ichebbfiageggbcdahhecchgcigeeb,1,30
3140,bdidaadafhibaghffdhiiiddececef,3,30
3141,hdhchieahbccdiadefcfaigbcchheg,4,30
3142,bfaeiegiaeabhgcdiceicdchhcgcic,2,30
3144,idbiecbbcdehgdfeeaidfahbiggbgd,0,30
3145,deeceeghcdecfdibedefdfbidehhhg,2,30
3146,ggfehgdadbbegechaaidhidbdecchg,0,30
3147,eabaigieadbcfccfgbigcibfecgcef,3,30
3148,aedeabgeeeidbbfacbeheeecefegef,3,30
3149,caighehccefdiigbihbbfbbccbecgg,3,30
3151,iahbeiifaaedebcdcghchddgeegeeh,1,30
3152,efdcefghggceibeidhedihhhggbhhd,3,30
3153,deeiafgegcffhccdgcggcfcchccdic,2,30
3154,bfcdeaafhacghehfbbbabaffebdcef,3,30
3155,cedhbhhcccffeeahihgieedcefgfbb,3,30
3156,ddhbihdiacdcaiggbfaiicibccbfdd,4,30
3157,fifhgficfecdeegdbdfaiiffigfbfg,4,30
3158,adaideifbiedhdbdghhficfiiccieb,0,30
3159,dgghecdfeefaefaifggdfchiifhihc,4,30
3160,agefacbcfdhceaicefciibdfgiggdi,3,30
3161,eeecefbigceifdbiedheibffbhgehg,3,30
3163,chbicdcafifffaicfgifbefiieggid,4,30
3164,ideeafehcdghhabhfaiiegcfihbhde,4,30
3165,hdbcfciebcdbhhihfcggghfgfhefcc,1,30
3166,debicbaceeeigbcdceebfbfaidibeg,4,30
3167,deihgdiagbiiiehbcibcdiehecfhde,1,30
3168,fcaahdhgeacdhdgafcfaicgbefbidh,4,30
3169,fibfhafefcbcdfihghhbhgcbhbgchf,1,30
3170,eibficcebccefiggcicggefecfbhhe,3,30
3171,idccagidaaeccfeaaiddgibdbccifc,0,30
3172,begaibcdbehbhbidefdgchdhcgiiib,1,30
3173,cegebhcefgiifcgchhcfeghcfdhbbg,3,30
3174,dbdaichghiaidabgbfaidgcgbifice,0,30
3175,cbiififadiadihhcfcaaidchfbfehc,0,30
3176,cfhbadccdhiifdifaiccbghigcggbe,4,30
3177,ghcdbcdebddfbdddfebffecdfifcef,2,30
3178,dbaadcehcihhciihfadebcdeghibde,1,30
3179,fehgceiccdigegfcchaidcfcbbbibb,0,30
3180,cicgaigaidhgcbbeghfdbebdhehieb,0,30
3181,gbgbcadcieacbhgghbcdeehihfbbbg,1,30
3182,gbifaageebedgdbgcdeehgcgfaiehe,4,30
3183,cgeaeaieabibdadhagcbicdhccbeii,2,30
3185,ciggheicdgcgddibheddgbgfbhccee,2,30
3186,cfibfgdcbdahhedeebebecefcfiieb,3,30
3187,abfigihdceeahadbifbgehbbcdgghi,1,30
3188,fcebdfcdeceiidfigegbdcbeehihdg,2,30
3189,hgcgfhiefhhdiegacefdhehchcbbif,3,30
3190,effeifbaeeaicdhaadhfiigaiddifb,0,30
3191,dfcegcdfbghbcfaiigbdiegbbdbdge,4,30
3192,eeeehbhdaaadcgggeebcefhgbehbhf,3,30
3193,cafcddcdedihdcgbfehfbicecggfdc,2,30
3194,fhiigebcdeghhfhdehhiiiddiihfhf,1,30
3195,dcbbfecfaccbdgbgchaidfebbdieie,0,30
3196,fddagghdbicbabhhcecccefdbhhcgh,3,30
3197,geegagdciacgccdhcggeddgfehhccd,2,30
3198,cdhbdhicfaiihgbfigffcddghceegd,4,30
3199,aeafhcdfcefhhcghcdeddgidbdfhhe,2,30
3200,efigfcfeeeacefbhedcbeieihfiieb,3,30
3201,ahhcbcdfgheiheefigefbeeccgiidd,1,30
3202,dgdcfbigfghaedcfacdicbibcddggg,2,30
3203,iadffeiiebhhdagbcdhdhgefefibdh,1,30
3204,hbgfabhfigaaciagbcibghhaidfefb,0,30
3205,daaeghchhbicbbdacfebbcdgdheieh,1,30
3206,igddahdfeegibeiiiicdgcbghehdfc,2,30
3207,ibeecfiedeafaidchgbdcddiicedhd,0,30
3208,fadicdbdggeifaicfbbgcceggfiece,4,30
3209,gbeiccefeigeefhhcfeeebceififbb,3,30
3210,daebceaigdgbhcchaidcbbbggdecee,0,30
3211,eccebgcefeffcichhgdchfffgibbii,3,30
3213,cciiieacdgbcgefdbaidbgbbfdffff,0,30
3214,eaidefcbhddcgfifibhhdebfcbfedd,0,30
3215,caiiggiaeccbcdeghicehfgibfhefh,1,30
3216,fcbhecfiffehbcefbeeehbbefgdbih,3,30
3217,beaidgdaeegdidehbcefdhbcdbfghh,3,30
3218,cgfbhfbbedadibhhhbcdgehfffgfig,1,30
3219,iffeiiecgggdbiecdccdddidcdechc,2,30
3220,bcdffhcifdcgdhdgbcfhdddeechiie,1,30
3221,fhfhibgcdccidcgheebehcegeifchc,2,30
3222,dedgcihigeeagcefgiibbcbiibbgec,3,30
3223,dcffgahfegaceficdhdiiccbffhbcf,3,30
3224,ihfhgfhffaceahcefcgbhgbhbeggdh,3,30
3225,ghedbgcggbcdgfheghfcffihchccci,1,30
3226,bgbaaeedhbcdchhchhdhdhbihbcebf,1,30
3227,bghbfhhifdfcaicfbcdfihcfehbgfb,1,30
3228,ibiahgfgfiagagfaidcdabgiiiiffi,0,30
3229,gfaidecbcdgbcdcegaicfaiifgcgdg,4,30
3230,ebhafcfchhcbbbadidgbaidfbbbhbf,0,30
3231,bhdcfaccgeefeadaidcicbddecdedc,0,30
3232,aeadbficefcdehaabdhehiegbcdihh,1,30
3233,iiefehdadcddhfafafaihbedcfgihi,4,30
3234,efgicaacieehhcefgehedhehbdfeih,3,30
3235,bihagiaidebhbcgefhiehgigdiifii,0,30
3236,aidcbabbhgdficieeifeghicihedhe,0,30
3237,dbgbaafcafiefhcefffhdhihegbggf,3,30
3238,bheehhhebecefbhgiicbbcffbfigcb,3,30
3239,bicdgchdhdichdgdefbdchcfihgbhe,2,30
3240,hdaidafabedddeffghfebeebdcebii,0,30
3241,babiiidhgcaidgaabfidehecbiihdf,0,30
3243,egbbcdaehgdbdheecfhddfegcdfdbd,1,30
3244,hbecfdiccdhiibcbdebcdccefcechc,2,30
3245,edhcefggibgdgiebbdccdfibdheffi,3,30
3246,bagicbigfcdhaeficfaihiifgbeiig,4,30
3247,bhddbbbfaacdbchehfchedgdhhgfib,2,30
3248,dhaeefhgidchbhifiegifaheaicefd,3,30
3249,fcdhcbichbfceiefdbgdeedcgdihbc,2,30
3250,cbdahbahfefhcefhdcifhhichdfhib,3,30
3251,ehaaegagcbaaideddbghgbbffbdfdc,0,30
3252,dgabbigbcgadgdaeaafcgbiaiddfbb,0,30
3253,gegadeafdidaefecadfficebhcefdb,3,30
3254,ehcdhegfdcfaigcgggdefbdfbdicif,4,30
3255,gaidiiabghigbfdcchdgbdhhefidfg,0,30
3256,deadhghaggegbehhcefigcfddddcdf,3,30
3257,ifbdcdcehgidfaihdifcgbdegccbhe,4,30
3258,cbeifdebeagdfbcdfahibefgfgggig,1,30
3260,dbfecgefchicgibgbebfhgdaidicdb,0,30
3261,habcghbebehahiebfbebhhcaidheab,0,30
3262,ighdhcdeefhaafaicfbbbcieediddd,4,30
3263,bfbcagbcddfhibchggfbghdihidfed,1,30
3264,daidiedbhceghfffbhdggbebgcdedg,0,30
3265,cbaeahebdccicegecdcefeciedhbhb,3,30
3266,ecaiagfhicfhgcfhafcibcdfdhhggg,1,30
3267,eehceffhdddfifhcgcdcdcdgdbccbf,3,30
3268,ahbacddeaieaaedccdhibgecfaibch,4,30
3269,efhcdbgfehcfaidfcbdbeghigbicib,4,30
3270,gcdfihaiaihebcdfeebeifaighehdf,4,30
3271,bdghchhfgfagafchigcebhcefddgei,3,30
3272,cdhcediifbbfcecfeecechceifgieh,2,30
3273,aghcifddagehbcefehbbbgfhdehedh,3,30
3274,hecicefiddhecbhgfecebffcfdfggf,3,30
3275,fdafcfbfccbcdcihcigchchcebcfid,1,30
3276,ffffhcdbhcefdfaicfifidefffgbgb,4,30
3277,dgcgdbcgihiigcacigeceecdfchfcc,2,30
3278,cedfhbfdibffbigebecefgeddebddg,3,30
3279,bhcdicgfefbebbhihhigfidcgbdccd,2,30
3280,aigchdfbhgfcdbchcicihgdgbgebic,2,30
3281,abcdighhbciebcchhidecdghbhbfgh,1,30
3282,edgeaidcbciefigdggbgdebdcefdbh,3,30
3283,fgcahgcfagaiccgahiadfbcdcdhfbd,1,30
3284,fahgeiibahgechccffbdcdacbhbhcb,2,30
3285,eaicgbhgdaidadibdfifhehhiefibc,0,30
3286,beccefgicfcaedccefcdidedhgicgc,3,30
3287,egeecdgdaififaiggdbggcdgfcifee,4,30
3288,iccdaifbbdfaihcgcifgebhfggheeg,4,30
3289,hciaidababcihfgddecidgbbgibdee,0,30
3290,ccdhgbhfcfaiedbfhfhdghdcdeebdb,4,30
3291,gfbfcdaicccgccbciiachgbcdiahgf,1,30
3292,cedhihbaehiiiaidibfbhifhhhecbi,0,30
3293,fheddcefcdffdfdifbbfghgggfghbg,3,30
3294,egbgfcacaadfeebbbhdcdbbfhhdfai,4,30
